

#PROBLEM: booleforce-1.2/traces/madeup2trace & longest chain length: 5 & average chain length: 3.3333 & median chain length: 3 & timeout: 7s 
5.1!7.11		0       38430004
5.1!7.12		0       39065349
5.1!7.13		0       38323140
5.1!7.14		0       34766398
5.1!7.15		0       37189799
5.1!7.16		0       37850318
5.1!7.17		0       56616490
5.1!7.18		0       38119210
5.1!7.19		0       41287646
5.1!7.20		0       33710113
5.1!7.21		0       38469086
5.1!7.22		0       37118601
5.1!7.23		0       39775527
5.1!7.24		0       44086809
5.1!7.25		0       34642549
5.1!7.26		0       32632336
5.1!7.27		0       34302774
5.1!7.28		0       50133517
5.1!7.29		0       38366152
5.1!7.30		0       37887891
5.1!7.31		0       61423441
5.1!7.32		0       43394423
5.1!7.33		0       49825392
5.1!7.34		0       33807414
5.1!7.35		0       43842243
5.1!7.36		0       34612793
5.1!7.37		0       35718192
5.1!7.38		0       37981644
5.1!7.39		0       35884151
5.1!7.40		0       33200946
5.1!7.41		0       32884570
5.1!7.42		0       36937242
5.1!7.43		0       38413912
5.1!7.44		0       33933981
5.1!7.45		0       37821204
5.1!7.46		0       41613327
5.1!7.47		0       44096804
5.1!7.48		0       42187063
5.1!7.49		0       37174380
5.1!7.50		0       46658169
5.1!7.51		0       50710991
5.1!7.52		0       42596524
5.1!7.53		0       49021866
5.1!7.54		0       40709923
5.1!7.55		0       48663655
5.1!7.56		0       37982258
5.1!7.57		0       37063587
5.1!7.58		0       36623677
5.1!7.59		0       34839122
5.1!7.60		0       38308478
5.1!7.61		0       37607913
5.1!7.62		0       48577766
5.1!7.63		0       38470096
5.1!7.64		0       45129543
5.1!7.65		0       46509090
5.1!7.66		0       37073056
5.1!7.67		0       49566764
5.1!7.68		0       43733833
5.1!7.69		0       54964636
5.1!7.70		0       40959168
5.1!7.71		0       40592185
5.1!7.72		0       37945482
5.1!7.73		0       44213345
5.1!7.74		0       37464104
5.1!7.75		0       37240577
5.1!7.76		0       42192946
5.1!7.77		0       44808457
5.1!7.78		0       45005916
5.1!7.79		0       37472028
5.1!7.80		0       38184362
5.1!7.81		0       48394425
5.1!7.82		0       41220314
5.1!7.83		0       42780574
5.1!7.84		0       45950573
5.1!7.85		0       41437094
5.1!7.86		0       44751039
5.1!7.87		0       42291580
5.1!7.88		0       46246793
5.1!7.89		0       39569124
5.1!7.90		0       40096060
5.1!7.91		0       40209805
5.1!7.92		0       40597362
5.1!7.93		0       38579057
5.1!7.94		0       38637253
5.1!7.95		0       40287737
5.1!7.96		0       40810590
5.1!7.97		0       45975272
5.1!7.98		0       47626984
5.1!7.99		0       46343148
5.1!7.100		0       43141495
5.1!7.101		0       36212984
5.1!7.102		0       37332429
5.1!7.103		0       37134059
5.1!7.104		0       39046668
5.1!7.105		0       36243276
5.1!7.106		0       41092836
5.1!7.107		0       44294236
5.1!7.108		0       36697782
5.1!7.109		0       39819720
5.1!7.110		0       35546597
5.1!7.111		0       37748316
5.1!7.112		0       39214008
5.1!7.113		0       40809340
5.1!7.114		0       43652359
5.1!7.115		0       47414396
5.1!7.116		0       46743470
5.1!7.117		0       39488999
5.1!7.118		0       45870915
5.1!7.119		0       34562235
6.0!7.0		0       38583805
6.0!7.1		0       42051222
6.0!7.2		0       39106500
6.0!7.3		0       36449217
6.0!7.4		0       37625551
6.0!7.5		0       45504350
6.0!7.6		0       42579693
6.0!7.7		0       40675986
6.0!7.8		0       36601628
6.0!7.9		0       44090176
6.0!7.10		0       35996343
6.0!7.11		0       38659425
6.0!7.12		0       40537527
6.0!7.13		0       39971190
6.0!7.14		0       35680085
6.0!7.15		0       40597371
6.0!7.16		0       37385706
6.0!7.17		0       37470829
6.0!7.18		0       42936666
6.0!7.19		0       37701910
6.0!7.20		0       38110965
6.0!7.21		0       51636389
6.0!7.22		0       43215310
6.0!7.23		0       37343656
6.0!7.24		0       41742533
6.0!7.25		0       41769047
6.0!7.26		0       37542923
6.0!7.27		0       38037730
6.0!7.28		0       48991260
6.0!7.29		0       41482685
6.0!7.30		0       36972808
6.0!7.31		0       33361206
6.0!7.32		0       33454643
6.0!7.33		0       40711204
6.0!7.34		0       40430190
6.0!7.35		0       37437566
6.0!7.36		0       40271618
6.0!7.37		0       40370084
6.0!7.38		0       47197993
6.0!7.39		0       41793167
6.0!7.40		0       38983073
6.0!7.41		0       36811383
6.0!7.42		0       33619921
6.0!7.43		0       34005030
6.0!7.44		0       45408537
6.0!7.45		0       35640804
6.0!7.46		0       33727316
6.0!7.47		0       33153846
6.0!7.48		0       36056285
6.0!7.49		0       33639350
6.0!7.50		0       33558347
6.0!7.51		0       33978196
6.0!7.52		0       34421625
6.0!7.53		0       35578034
6.0!7.54		0       33014165
6.0!7.55		0       37360318
6.0!7.56		0       36767530
6.0!7.57		0       38613307
6.0!7.58		0       34942100
6.0!7.59		0       36767373
6.0!7.60		0       33628406
6.0!7.61		0       32963106
6.0!7.62		0       32965786
6.0!7.63		0       39429265
6.0!7.64		0       41860428
6.0!7.65		0       39151794
6.0!7.66		0       36261461
6.0!7.67		0       35611368
6.0!7.68		0       36741355
6.0!7.69		0       33300368
6.0!7.70		0       32821325
6.0!7.71		0       35264890
6.0!7.72		0       34532566
6.0!7.73		0       33461898
6.0!7.74		0       35888014
6.0!7.75		0       35858760
6.0!7.76		0       41231135
6.0!7.77		0       34287957
6.0!7.78		0       34280032
6.0!7.79		0       34585564
6.0!7.80		0       33492671
6.0!7.81		0       33288371
6.0!7.82		0       36214275
6.0!7.83		0       38014659
6.0!7.84		0       36687849
6.0!7.85		0       37549484
6.0!7.86		0       37721137
6.0!7.87		0       37243574
6.0!7.88		0       35091325
6.0!7.89		0       35198228
6.0!7.90		0       37055652
6.0!7.91		0       35305381
6.0!7.92		0       33713081
6.0!7.93		0       34010706
6.0!7.94		0       35096241
6.0!7.95		0       33828670
6.0!7.96		0       35828141
6.0!7.97		0       37078471
6.0!7.98		0       33591599
6.0!7.99		0       39834491
6.0!7.100		0       34902917
6.0!7.101		0       38257335
6.0!7.102		0       36867718
6.0!7.103		0       35202162
6.0!7.104		0       36958670
6.0!7.105		0       36285545
6.0!7.106		0       35836608
6.0!7.107		0       52477483
6.0!7.108		0       44575252
6.0!7.109		0       38696184
6.0!7.110		0       38792447
6.0!7.111		0       37714641
6.0!7.112		0       32779231
6.0!7.113		0       35463941
6.0!7.114		0       33726786
6.0!7.115		0       33356236
6.0!7.116		0       39090695
6.0!7.117		0       38624370
6.0!7.118		0       36716277
6.0!7.119		0       35400021
6.1!7.0		0       33004695
6.1!7.1		0       37697181
6.1!7.2		0       35357695
6.1!7.3		0       35084712
6.1!7.4		0       58207256
6.1!7.5		0       35617251
6.1!7.6		0       36212985
6.1!7.7		0       34187571
6.1!7.8		0       34260806
6.1!7.9		0       34663604
6.1!7.10		0       35006117
6.1!7.11		0       36810568
6.1!7.12		0       35959339
6.1!7.13		0       33444103
6.1!7.14		0       33199176
6.1!7.15		0       35292285
6.1!7.16		0       40336937
6.1!7.17		0       40722300
6.1!7.18		0       39986239
6.1!7.19		0       43114022
6.1!7.20		0       34651945
6.1!7.21		0       34068357
6.1!7.22		0       34953407
6.1!7.23		0       40708969
6.1!7.24		0       42793574
6.1!7.25		0       39660192
6.1!7.26		0       39980755
6.1!7.27		0       46372807
6.1!7.28		0       53972670
6.1!7.29		0       37164345
6.1!7.30		0       47229363
6.1!7.31		0       32811307
6.1!7.32		0       36407799
6.1!7.33		0       35702078
6.1!7.34		0       34797416
6.1!7.35		0       35067189
6.1!7.36		0       55969883
6.1!7.37		0       36871500
6.1!7.38		0       40465661
6.1!7.39		0       33943082
6.1!7.40		0       38125855
6.1!7.41		0       33843029
6.1!7.42		0       33320940
6.1!7.43		0       33744083
6.1!7.44		0       35972489
6.1!7.45		0       40682993
6.1!7.46		0       33938469
6.1!7.47		0       40039569
6.1!7.48		0       32210326
6.1!7.49		0       32729454
6.1!7.50		0       35027621
6.1!7.51		0       38536069
6.1!7.52		0       55942227
6.1!7.53		0       41376184
6.1!7.54		0       46018127
6.1!7.55		0       34291181
6.1!7.56		0       53333583
6.1!7.57		0       36987602
6.1!7.58		0       36312637
6.1!7.59		0       35743086
6.1!7.60		0       39854527
6.1!7.61		0       57078580
6.1!7.62		0       38345312
6.1!7.63		0       33719140
6.1!7.64		0       37034520
6.1!7.65		0       37248601
6.1!7.66		0       41856807
6.1!7.67		0       43079350
6.1!7.68		0       50212796
6.1!7.69		0       40798889
6.1!7.70		0       42686519
6.1!7.71		0       42173263
6.1!7.72		0       37426477
6.1!7.73		0       44808505
6.1!7.74		0       37150502
6.1!7.75		0       33077619
6.1!7.76		0       44550697
6.1!7.77		0       35557148
6.1!7.78		0       40238566
6.1!7.79		0       36986192
6.1!7.80		0       41038982
6.1!7.81		0       42348020
6.1!7.82		0       43416740
6.1!7.83		0       37305976
6.1!7.84		0       43242202
6.1!7.85		0       39692282
6.1!7.86		0       36917596
6.1!7.87		0       33698058
6.1!7.88		0       38603500
6.1!7.89		0       36329059
6.1!7.90		0       40102068
6.1!7.91		0       58031813
6.1!7.92		0       47597443
6.1!7.93		0       44153666
6.1!7.94		0       39679754
6.1!7.95		0       32474959
6.1!7.96		0       32813196
6.1!7.97		0       35704599
6.1!7.98		0       40363944
6.1!7.99		0       32935871
6.1!7.100		0       49572041
6.1!7.101		0       41018155
6.1!7.102		0       37874507
6.1!7.103		0       38346499
6.1!7.104		0       41041412
6.1!7.105		0       39292517
6.1!7.106		0       39412241
6.1!7.107		0       53595275
6.1!7.108		0       34775241
6.1!7.109		0       38184760
6.1!7.110		0       38271350
6.1!7.111		0       40664728
6.1!7.112		0       46669488
6.1!7.113		0       41654110
6.1!7.114		0       53833169
6.1!7.115		0       40374343
6.1!7.116		0       34750603
6.1!7.117		0       37371676
6.1!7.118		0       34913104
6.1!7.119		0       33683755
6.2!7.0		0       38079405
6.2!7.1		0       36200163
6.2!7.2		0       38768798
6.2!7.3		0       39557494
6.2!7.4		0       35737934
6.2!7.5		0       35414816
6.2!7.6		0       36969794
6.2!7.7		0       33925513
6.2!7.8		0       40752502
6.2!7.9		0       34639186
6.2!7.10		0       36836814
6.2!7.11		0       49093211
6.2!7.12		0       34634155
6.2!7.13		0       37954809
6.2!7.14		0       41010390
6.2!7.15		0       41420399
6.2!7.16		0       42469551
6.2!7.17		0       37529917
6.2!7.18		0       37907334
6.2!7.19		0       37626192
6.2!7.20		0       42726662
6.2!7.21		0       59177209
6.2!7.22		0       43032413
6.2!7.23		0       39173469
6.2!7.24		0       51361891
6.2!7.25		0       44418047
6.2!7.26		0       38541552
6.2!7.27		0       38361314
6.2!7.28		0       35830176
6.2!7.29		0       41958458
6.2!7.30		0       33841071
6.2!7.31		0       36092196
6.2!7.32		0       34681023
6.2!7.33		0       39407143
6.2!7.34		0       57369775
6.2!7.35		0       53778009
6.2!7.36		0       37487706
6.2!7.37		0       32139987
6.2!7.38		0       57879594
6.2!7.39		0       37637218
6.2!7.40		0       34004708
6.2!7.41		0       37744490
6.2!7.42		0       37442072
6.2!7.43		0       33547047
6.2!7.44		0       33076057
6.2!7.45		0       35590906
6.2!7.46		0       53609631
6.2!7.47		0       33717608
6.2!7.48		0       33227021
6.2!7.49		0       41864570
6.2!7.50		0       33472762
6.2!7.51		0       41540860
6.2!7.52		0       37430456
6.2!7.53		0       39646837
6.2!7.54		0       37838317
6.2!7.55		0       35275732
6.2!7.56		0       39639726
6.2!7.57		0       43657273
6.2!7.58		0       48373267
6.2!7.59		0       39576748
6.2!7.60		0       37299799
6.2!7.61		0       34042465
6.2!7.62		0       36393607
6.2!7.63		0       36488837
6.2!7.64		0       42712654
6.2!7.65		0       44301504
6.2!7.66		0       39053787
6.2!7.67		0       37676534
6.2!7.68		0       44969851
6.2!7.69		0       39123904
6.2!7.70		0       35355342
6.2!7.71		0       36796545
6.2!7.72		0       37276463
6.2!7.73		0       47379557
6.2!7.74		0       35948270
6.2!7.75		0       33906761
6.2!7.76		0       35669190
6.2!7.77		0       38693247
6.2!7.78		0       36818145
6.2!7.79		0       34092141
6.2!7.80		0       40832118
6.2!7.81		0       40051544
6.2!7.82		0       38197531
6.2!7.83		0       59069778
6.2!7.84		0       37911875
6.2!7.85		0       34663493
6.2!7.86		0       38780534
6.2!7.87		0       36548015
6.2!7.88		0       44151405
6.2!7.89		0       36669372
6.2!7.90		0       52524303
6.2!7.91		0       36293552
6.2!7.92		0       33680688
6.2!7.93		0       34812531
6.2!7.94		0       33619903
6.2!7.95		0       38254125
6.2!7.96		0       37705045
6.2!7.97		0       34453546
6.2!7.98		0       41213137
6.2!7.99		0       45428454
6.2!7.100		0       39416953
6.2!7.101		0       35529328
6.2!7.102		0       34751787
6.2!7.103		0       41610910
6.2!7.104		0       36106777
6.2!7.105		0       34850350
6.2!7.106		0       35672061
6.2!7.107		0       35805221
6.2!7.108		0       34635879
6.2!7.109		0       33255265
6.2!7.110		0       37552437
6.2!7.111		0       39947778
6.2!7.112		0       35829514
6.2!7.113		0       36367557
6.2!7.114		0       35514846
6.2!7.115		0       42729342
6.2!7.116		0       38243579
6.2!7.117		0       35087942
6.2!7.118		0       33771468
6.2!7.119		0       36354949
6.3!7.0		0       34794336
6.3!7.1		0       37038311
6.3!7.2		0       38363810
6.3!7.3		0       32389421
6.3!7.4		0       32822300
6.3!7.5		0       32512598
6.3!7.6		0       35122637
6.3!7.7		0       34999616
6.3!7.8		0       33937788
6.3!7.9		0       34183457
6.3!7.10		0       41621389
6.3!7.11		0       36712384
6.3!7.12		0       33231011
6.3!7.13		0       34343902
6.3!7.14		0       35216301
6.3!7.15		0       33125622
6.3!7.16		0       32801458
6.3!7.17		0       33201952
6.3!7.18		0       34528699
6.3!7.19		0       42093798
6.3!7.20		0       38493162
6.3!7.21		0       36671739
6.3!7.22		0       36269434
6.3!7.23		0       32737177
6.3!7.24		0       35805847
6.3!7.25		0       32082434
6.3!7.26		0       32423184
6.3!7.27		0       37516975
6.3!7.28		0       32619149
6.3!7.29		0       37085985
6.3!7.30		0       33487203
6.3!7.31		0       34082617
6.3!7.32		0       41881816
6.3!7.33		0       35495117
6.3!7.34		0       36601168
6.3!7.35		0       32978130
6.3!7.36		0       35245904
6.3!7.37		0       34398427
6.3!7.38		0       33839883
6.3!7.39		0       34477379
6.3!7.40		0       34426797
6.3!7.41		0       34156777
6.3!7.42		0       33489358
6.3!7.43		0       36397969
6.3!7.44		0       34044375
6.3!7.45		0       35042441
6.3!7.46		0       34240646
6.3!7.47		0       33671762
6.3!7.48		0       32989019
6.3!7.49		0       33925064
6.3!7.50		0       40091915
6.3!7.51		0       35879401
6.3!7.52		0       34187528
6.3!7.53		0       33312240
6.3!7.54		0       36880912
6.3!7.55		0       34026034
6.3!7.56		0       35073182
6.3!7.57		0       50425872
6.3!7.58		0       36026928
6.3!7.59		0       35488987
6.3!7.60		0       33770779
6.3!7.61		0       33549323
6.3!7.62		0       33309681
6.3!7.63		0       37630873
6.3!7.64		0       36993751
6.3!7.65		0       39683254
6.3!7.66		0       36023646
6.3!7.67		0       33245938
6.3!7.68		0       35496401
6.3!7.69		0       33603001
6.3!7.70		0       34431043
6.3!7.71		0       34342151
6.3!7.72		0       34049889
6.3!7.73		0       33894103
6.3!7.74		0       35662809
6.3!7.75		0       38165913
6.3!7.76		0       44911261
6.3!7.77		0       46711290
6.3!7.78		0       33547820
6.3!7.79		0       34647640
6.3!7.80		0       37344448
6.3!7.81		0       34282720
6.3!7.82		0       35659938
6.3!7.83		0       42876352
6.3!7.84		0       39000298
6.3!7.85		0       34182324
6.3!7.86		0       34598171
6.3!7.87		0       36290298
6.3!7.88		0       36583452
6.3!7.89		0       35118233
6.3!7.90		0       32170298
6.3!7.91		0       33931760
6.3!7.92		0       33814887
6.3!7.93		0       53429890
6.3!7.94		0       36678646
6.3!7.95		0       37262752
6.3!7.96		0       42525278
6.3!7.97		0       37622235
6.3!7.98		0       38414629
6.3!7.99		0       34033771
6.3!7.100		0       52133750
6.3!7.101		0       47970174
6.3!7.102		0       53033208
6.3!7.103		0       41983463
6.3!7.104		0       33497871
6.3!7.105		0       34068386
6.3!7.106		0       33980515
6.3!7.107		0       38442094
6.3!7.108		0       47131935
6.3!7.109		0       35993844
6.3!7.110		0       57297577
6.3!7.111		0       59434646
6.3!7.112		0       34790489
6.3!7.113		0       33423008
6.3!7.114		0       34191018
6.3!7.115		0       33057647
6.3!7.116		0       34333075
6.3!7.117		0       35777896
6.3!7.118		0       59573478
6.3!7.119		0       34682746
6.4!7.0		0       34414117
6.4!7.1		0       42342357
6.4!7.2		0       35048011
6.4!7.3		0       33305901
6.4!7.4		0       35783143
6.4!7.5		0       53733690
6.4!7.6		0       55919125
6.4!7.7		0       51451644
6.4!7.8		0       34662541
6.4!7.9		0       41064638
6.4!7.10		0       36225643
6.4!7.11		0       32918389
6.4!7.12		0       44244823
6.4!7.13		0       56273214
6.4!7.14		0       57585682
6.4!7.15		0       48992387
6.4!7.16		0       36597985
6.4!7.17		0       49717684
6.4!7.18		0       39522508
6.4!7.19		0       50306761
6.4!7.20		0       35452689
6.4!7.21		0       36485198
6.4!7.22		0       36150089
6.4!7.23		0       41737555
6.4!7.24		0       41134972
6.4!7.25		0       45063233
6.4!7.26		0       33851990
6.4!7.27		0       34970413
6.4!7.28		0       43956987
6.4!7.29		0       38700995
6.4!7.30		0       35384189
6.4!7.31		0       49613259
6.4!7.32		0       44181970
6.4!7.33		0       36921252
6.4!7.34		0       55182185
6.4!7.35		0       50345765
6.4!7.36		0       37389002
6.4!7.37		0       58092996
6.4!7.38		0       41776715
6.4!7.39		0       69807348
6.4!7.40		0       40488796
6.4!7.41		0       38523823
6.4!7.42		0       40003079
6.4!7.43		0       35777563
6.4!7.44		0       46508672
6.4!7.45		0       49617002
6.4!7.46		0       40220121
6.4!7.47		0       35897188
6.4!7.48		0       46283759
6.4!7.49		0       39603261
6.4!7.50		0       39437454
6.4!7.51		0       51478401
6.4!7.52		0       45919839
6.4!7.53		0       37627652
6.4!7.54		0       46273591
6.4!7.55		0       50977528
6.4!7.56		0       53123759
6.4!7.57		0       53540337
6.4!7.58		0       37730089
6.4!7.59		0       42096122
6.4!7.60		0       41512823
6.4!7.61		0       64124763
6.4!7.62		0       41907021
6.4!7.63		0       60687153
6.4!7.64		0       52666589
6.4!7.65		0       53373759
6.4!7.66		0       47689848
6.4!7.67		0       60756920
6.4!7.68		0       39279399
6.4!7.69		0       38188589
6.4!7.70		0       45081239
6.4!7.71		0       47828779
6.4!7.72		0       38763766
6.4!7.73		0       36764716
6.4!7.74		0       44119064
6.4!7.75		0       37651676
6.4!7.76		0       40520395
6.4!7.77		0       38308336
6.4!7.78		0       43952624
6.4!7.79		0       39161721
6.4!7.80		0       50185133
6.4!7.81		0       60510655
6.4!7.82		0       58025967
6.4!7.83		0       61109410
6.4!7.84		0       62994794
6.4!7.85		0       58125125
6.4!7.86		0       35022957
6.4!7.87		0       40806100
6.4!7.88		0       39616194
6.4!7.89		0       42681810
6.4!7.90		0       41494228
6.4!7.91		0       37163848
6.4!7.92		0       39127480
6.4!7.93		0       47698501
6.4!7.94		0       36961569
6.4!7.95		0       40962381
6.4!7.96		0       34162276
6.4!7.97		0       39245253
6.4!7.98		0       37094884
6.4!7.99		0       40608920
6.4!7.100		0       41752186
6.4!7.101		0       35618628
6.4!7.102		0       34024424
6.4!7.103		0       41475523
6.4!7.104		0       33562019
6.4!7.105		0       35915605
6.4!7.106		0       35604831
6.4!7.107		0       35395646
6.4!7.108		0       44659511
6.4!7.109		0       35151302
6.4!7.110		0       34837128
6.4!7.111		0       34241602
6.4!7.112		0       38176138
6.4!7.113		0       46807119
6.4!7.114		0       34838186
6.4!7.115		0       44324168
6.4!7.116		0       41330778
6.4!7.117		0       44399712
6.4!7.118		0       36897431
6.4!7.119		0       34805055
6.5!7.0		0       45180605
6.5!7.1		0       44321515
6.5!7.2		0       42427805
6.5!7.3		0       39193008
6.5!7.4		0       37843773
6.5!7.5		0       43902718
6.5!7.6		0       33846084
6.5!7.7		0       39132066
6.5!7.8		0       44040715
6.5!7.9		0       34858465
6.5!7.10		0       38114569
6.5!7.11		0       37036852
6.5!7.12		0       34928171
6.5!7.13		0       34874048
6.5!7.14		0       52486112
6.5!7.15		0       42110820
6.5!7.16		0       37192527
6.5!7.17		0       51537659
6.5!7.18		0       43338961
6.5!7.19		0       39124006
6.5!7.20		0       36217901
6.5!7.21		0       44494744
6.5!7.22		0       44605832
6.5!7.23		0       49300069
6.5!7.24		0       42799885
6.5!7.25		0       46827775
6.5!7.26		0       43904729
6.5!7.27		0       36159552
6.5!7.28		0       40418100
6.5!7.29		0       44572632
6.5!7.30		0       42292305
6.5!7.31		0       43827896
6.5!7.32		0       35084162
6.5!7.33		0       41464250
6.5!7.34		0       42885798
6.5!7.35		0       46238419
6.5!7.36		0       45269062
6.5!7.37		0       42585460
6.5!7.38		0       41746359
6.5!7.39		0       40292283
6.5!7.40		0       39764139
6.5!7.41		0       42364248
6.5!7.42		0       45752789
6.5!7.43		0       53636309
6.5!7.44		0       46357834
6.5!7.45		0       56544205
6.5!7.46		0       46296536
6.5!7.47		0       45560603
6.5!7.48		0       47459430
6.5!7.49		0       47057772
6.5!7.50		0       38900540
6.5!7.51		0       48182926
6.5!7.52		0       42639356
6.5!7.53		0       37052933
6.5!7.54		0       55157627
6.5!7.55		0       36372981
6.5!7.56		0       42411473
6.5!7.57		0       62795310
6.5!7.58		0       46348320
6.5!7.59		0       38031353
6.5!7.60		0       47941023
6.5!7.61		0       42101947
6.5!7.62		0       47058485
6.5!7.63		0       43348797
6.5!7.64		0       38262880
6.5!7.65		0       38426747
6.5!7.66		0       42599574
6.5!7.67		0       34576513
6.5!7.68		0       38708993
6.5!7.69		0       42413416
6.5!7.70		0       38704669
6.5!7.71		0       35750051
6.5!7.72		0       35765890
6.5!7.73		0       36773841
6.5!7.74		0       37810172
6.5!7.75		0       35568477
6.5!7.76		0       39959750
6.5!7.77		0       41953592
6.5!7.78		0       50937442
6.5!7.79		0       38192768
6.5!7.80		0       37951468
6.5!7.81		0       45529585
6.5!7.82		0       40778405
6.5!7.83		0       41507879
6.5!7.84		0       35952771
6.5!7.85		0       37247411
6.5!7.86		0       38860840
6.5!7.87		0       34959892
6.5!7.88		0       32971382
6.5!7.89		0       33305387
6.5!7.90		0       34792772
6.5!7.91		0       39184150
6.5!7.92		0       35488806
6.5!7.93		0       34605261
6.5!7.94		0       37184683
6.5!7.95		0       34100453
6.5!7.96		0       33302625
6.5!7.97		0       37444284
6.5!7.98		0       32255612
6.5!7.99		0       42906608
6.5!7.100		0       35939667
6.5!7.101		0       36082536
6.5!7.102		0       48613058
6.5!7.103		0       32642129
6.5!7.104		0       35031672
6.5!7.105		0       36561073
6.5!7.106		0       35512663
6.5!7.107		0       47299767
6.5!7.108		0       34507077
6.5!7.109		0       33907151
6.5!7.110		0       38294570
6.5!7.111		0       34588808
6.5!7.112		0       35871433
6.5!7.113		0       35228816
6.5!7.114		0       33476435
6.5!7.115		0       41026181
6.5!7.116		0       33217641
6.5!7.117		0       37970701
6.5!7.118		0       38055564
6.5!7.119		0       34253828
